x_mm,y_mm,z_mm,VM_cycle_max_Pa,VM_cycle_min_Pa,VM_stress_range_Pa,VM_stress_amplitude_Pa,VM_midrange_stress_Pa,VM_temporal_mean_Pa,t_VM_max_s
-5.6428824013882375,163.717801877898,-233.06482913857863,2880.914469042093,8.358809737856136e-07,2880.914468206212,1440.457234103106,1440.457234938987,595.9961076016391,0.05
-9.000356345813897,163.99090604123555,-232.04342446189372,3022.879353009844,7.825614658911111e-07,3022.8793522272827,1511.4396761136413,1511.4396768962029,585.7326386257987,0.05
-6.242830240727177,163.84781802502792,-234.9565128882384,2904.249623763894,5.964981826216559e-07,2904.249623167396,1452.124811583698,1452.124812180196,576.7527374583133,0.05
-7.73821461419782,163.78573834178837,-233.46152757337063,2951.2266914826214,6.975949602839419e-07,2951.226690785026,1475.613345392513,1475.6133460901083,568.412124650073,0.05
-8.337721083469923,163.9136832897562,-235.24337300516143,2720.7475570686715,4.890729645006365e-07,2720.7475565795985,1360.3737782897992,1360.3737787788723,504.2013528977052,0.05
-6.904522781773369,163.9593876538549,-236.8301274384685,2795.383517857932,4.595619704765919e-07,2795.3835173983703,1397.6917586991851,1397.691759158747,556.152544120407,0.05
-7.610074883547746,164.02922221695167,-238.6911543508532,2228.8571159194285,3.044812641251716e-07,2228.8571156149474,1114.4285578074737,1114.4285581119548,484.56575172855844,0.05
-8.992218436909234,164.02156103870738,-237.11561006360384,2278.618831104281,3.373276666148126e-07,2278.6188307669536,1139.3094153834768,1139.3094157208043,429.8505902101028,0.05
-10.683721875991912,164.56679014971837,-232.38878025204696,3178.7931723687598,5.77199193599427e-07,3178.793171791561,1589.3965858957804,1589.3965864729794,600.8595333989313,0.05
-9.718045590059033,164.19371078005074,-233.83114756371728,2929.469223451512,4.706103207617056e-07,2929.4692229809016,1464.7346114904508,1464.734611961061,541.2649574296615,0.05
-10.19089445081888,164.29332740035437,-235.61330294227716,2586.764773217992,3.5469438886363494e-07,2586.764772863298,1293.382386431649,1293.3823867863432,468.9401219911799,0.05
-9.699897670392124,164.09073099016734,-238.90546235874217,1576.0917565681236,2.1444965052358327e-07,1576.0917563536739,788.0458781768369,788.0458783912867,333.58179512792,0.05
-8.342083846871006,164.03986715029896,-240.54577842778212,1310.7332856234227,1.7335415084728925e-07,1310.7332854500685,655.3666427250342,655.3666428983885,335.59002661331573,0.05
-10.432966056629091,164.10683050883912,-240.7471797514291,977.6180567429484,1.4102042398294097e-07,977.618056601928,488.809028300964,488.8090284419844,232.77039342242043,0.05
-9.10784407438,164.00706458699997,-242.437065417,1032.6443613080082,4.034878777907426e-07,1032.6443609045205,516.3221804522602,516.322180855748,222.99641449224112,0.05
-11.241815491643914,164.10068678705446,-242.5526291462727,1020.73448390754,3.697036112274882e-07,1020.7344835378365,510.36724176891823,510.3672421386218,163.77567383968227,0.05
-12.238829350764467,165.36853673672698,-232.47619537761872,3467.628059066272,4.295414061579829e-07,3467.62805863673,1733.814029318365,1733.8140297479067,656.874754554815,0.05
-10.91162640945667,164.42259291929457,-237.37118603553495,2129.3481292238307,2.2728879467650326e-07,2129.348128996542,1064.674064498271,1064.6740647255597,397.7596614228981,0.05
-11.651459756200952,164.9274620208273,-234.2225971192535,3147.1679778806656,3.745703659516109e-07,3147.167977506095,1573.5839887530476,1573.583989127618,579.8414346435018,0.05
